Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,strain,Library Name,BioSampleModel,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,GEO_Accession (exp),source_name,Host,isolation_source,Genotype,sample_type,collected_by,lat_lon,replicate,treatment,host_disease,isolate,growth_condition,Alias,Broker_name,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,organism,sample_name,SRA_accession,title,Drug_concentration_ug/ml,sample,Time__hours,sra_title (run),Biological_replicate,tissue,genotype/variation,type-material,host_sex,community,Age,dev_stage,sex,Altitude,Biomaterial_provider,growth_phase,Condition,los_status,exposed_to,growth_media,resistance,strain/background,evolved_status,INSDC_center_alias,treated_with,component_organism,host_or_sample_description
SRR5763559,RNA-Seq,50,918497750,PRJNA392253,SAMN07286238,648652426,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2963210,Illumina HiScanSQ,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-05-24T00:00:00Z,GSM2686351,SRP110668,AbH12O-A2,,,,,,,GSM2686351,mice lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5763560,RNA-Seq,50,930810950,PRJNA392253,SAMN07286238,671959269,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2963210,Illumina HiScanSQ,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-05-24T00:00:00Z,GSM2686351,SRP110668,AbH12O-A2,,,,,,,GSM2686351,mice lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1189575,RNA-Seq,200,2443552400,PRJEB12105,SAMEA3706998,1097824278,BGI genomics,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1262850,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-09T00:00:00Z,SAMEA3706998,ERP013546,,S1-3,,,,,,,,,,Parental strain,,,,,,,,,E-MTAB-40712:S1-3,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM RNA libraries were constructe...,ERC000011,2016-04-06,2018-11-16,University of Birmingham,2016-04-06T17:01:27Z,2015-12-10T16:38:31Z,public,Acinetobacter baumannii,ERS1014147,ERS1014147,S1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1189576,RNA-Seq,200,2126595800,PRJEB12105,SAMEA3706999,971974169,BGI genomics,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1262851,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-09T00:00:00Z,SAMEA3706999,ERP013546,,S1-5,,,,,,,,,,Parental strain,,,,,,,,,E-MTAB-40712:S1-5,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM RNA libraries were constructe...,ERC000011,2016-04-06,2018-11-16,University of Birmingham,2016-04-06T17:01:27Z,2015-12-10T16:38:31Z,public,Acinetobacter baumannii,ERS1014148,ERS1014148,S1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1189577,RNA-Seq,200,1775253600,PRJEB12105,SAMEA3707000,803986931,BGI genomics,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1262852,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-09T00:00:00Z,SAMEA3707000,ERP013546,,S1-6,,,,,,,,,,Parental strain,,,,,,,,,E-MTAB-40712:S1-6,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM RNA libraries were constructe...,ERC000011,2016-04-06,2018-11-16,University of Birmingham,2016-04-06T17:01:27Z,2015-12-10T16:38:31Z,public,Acinetobacter baumannii,ERS1014149,ERS1014149,S1-6,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1189578,RNA-Seq,200,1901961200,PRJEB12105,SAMEA3707001,861661341,BGI genomics,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1262853,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-09T00:00:00Z,SAMEA3707001,ERP013546,,S1adeAB-2,,,,,,,,,,adeAB deletion,,,,,,,,,E-MTAB-40712:S1adeAB-2,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM RNA libraries were constructe...,ERC000011,2016-04-06,2018-11-16,University of Birmingham,2016-04-06T17:01:27Z,2015-12-10T16:38:31Z,public,Acinetobacter baumannii,ERS1014150,ERS1014150,S1adeAB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1189579,RNA-Seq,200,2350938000,PRJEB12105,SAMEA3707002,1054439128,BGI genomics,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1262854,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-09T00:00:00Z,SAMEA3707002,ERP013546,,S1adeAB-3,,,,,,,,,,adeAB deletion,,,,,,,,,E-MTAB-40712:S1adeAB-3,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM RNA libraries were constructe...,ERC000011,2016-04-06,2018-11-16,University of Birmingham,2016-04-06T17:01:27Z,2015-12-10T16:38:31Z,public,Acinetobacter baumannii,ERS1014151,ERS1014151,S1adeAB-3,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1189580,RNA-Seq,200,2651199600,PRJEB12105,SAMEA3707003,1168309782,BGI genomics,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1262855,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-09T00:00:00Z,SAMEA3707003,ERP013546,,S1adeAB-4,,,,,,,,,,adeAB deletion,,,,,,,,,E-MTAB-40712:S1adeAB-4,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM RNA libraries were constructe...,ERC000011,2016-04-06,2018-11-16,University of Birmingham,2016-04-06T17:01:27Z,2015-12-10T16:38:31Z,public,Acinetobacter baumannii,ERS1014152,ERS1014152,S1adeAB-4,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510512,RNA-Seq,300,1531150200,PRJNA480526,SAMN09638172,477495556,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380809,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_2,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510513,RNA-Seq,300,1783399200,PRJNA480526,SAMN09638172,563261851,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380808,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_1,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510514,RNA-Seq,300,2151654900,PRJNA480526,SAMN09638172,686231832,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380807,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_4,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510515,RNA-Seq,300,1629806100,PRJNA480526,SAMN09638172,506658082,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380806,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_3,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510516,RNA-Seq,300,2045954400,PRJNA480526,SAMN09638172,645836492,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380805,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_6,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510517,RNA-Seq,300,2200823400,PRJNA480526,SAMN09638172,744995492,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380804,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_5,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510518,RNA-Seq,300,1668473700,PRJNA480526,SAMN09638172,537560358,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380803,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_8,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510519,RNA-Seq,300,1178451600,PRJNA480526,SAMN09638172,382519308,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380802,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_7,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510520,RNA-Seq,300,1729560600,PRJNA480526,SAMN09638173,536396681,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380801,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_10,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510521,RNA-Seq,300,1948199400,PRJNA480526,SAMN09638172,622026402,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380800,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter baumannii AB1,SRP153067,AB1,lib_9,"Microbe\, viral or environmental",2012-05-11,China,Asia,China,,,Homo sapiens,clinical isolate,,AB1 culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510522,RNA-Seq,300,2262702600,PRJNA480526,SAMN09638173,702497849,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380799,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_14,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510523,RNA-Seq,300,1752104700,PRJNA480526,SAMN09638173,546439021,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380798,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_13,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510524,RNA-Seq,300,1726344600,PRJNA480526,SAMN09638173,529118205,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380797,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_12,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510525,RNA-Seq,300,1637107200,PRJNA480526,SAMN09638173,507587739,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380796,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_11,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510526,RNA-Seq,300,1876975200,PRJNA480526,SAMN09638173,601919057,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380795,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_18,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510527,RNA-Seq,300,1773457200,PRJNA480526,SAMN09638173,561902654,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380794,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_17,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510528,RNA-Seq,300,2186227500,PRJNA480526,SAMN09638173,689625094,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380793,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_16,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7510529,RNA-Seq,300,1933344600,PRJNA480526,SAMN09638173,600119711,THIRD MILITARY MEDICAL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4380792,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Acinetobacter phage Abp1,ILLUMINA,2019-06-30T00:00:00Z,Acinetobacter phage Abp1,SRP153067,Abp1,lib_15,"Microbe\, viral or environmental",2012-06-12,China,Asia,China,,,Acinetobacter baumannii,sewage,,AB1 culture infected by Abp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132735,RNA-Seq,73,1505942980,PRJNA499107,SAMN09906510,584163054,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953852,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,L,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132736,RNA-Seq,73,1521229180,PRJNA499107,SAMN09906510,588437576,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953851,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,K,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132737,RNA-Seq,73,1488895641,PRJNA499107,SAMN09906510,570203807,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953850,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,J,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132738,RNA-Seq,73,1402804096,PRJNA499107,SAMN09906510,553619234,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953849,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,I,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132739,RNA-Seq,72,1942010925,PRJNA499107,SAMN09906510,757307189,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953848,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,12,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132740,RNA-Seq,73,1598948019,PRJNA499107,SAMN09906510,622753437,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953847,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,11,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132741,RNA-Seq,73,1536580209,PRJNA499107,SAMN09906510,587208493,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953846,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,H,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132742,RNA-Seq,73,1419928596,PRJNA499107,SAMN09906510,542263343,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953845,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,G,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132743,RNA-Seq,73,1679282505,PRJNA499107,SAMN09906510,646523675,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953844,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,5,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132744,RNA-Seq,73,1505511764,PRJNA499107,SAMN09906510,588257984,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953843,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,4,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8132745,RNA-Seq,73,1473303486,PRJNA499107,SAMN09906510,589295624,WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4953842,NextSeq 500,SINGLE,PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-29T00:00:00Z,UPAB1,SRP167178,UPAB1,10,Pathogen.cl,2016,Argentina,South America,"Argentina: Buenos Aires\, San Andres\, Hospital Zonal General de Agudos ""General Manuel Belgrano""\, Zip B1604BSB",,,Homo sapiens,urine,,,Laura Alcaraz,34.549363 S 58.525790 W,,,Urinary tract infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
